"x","Observations","f_x","protein","compound","bmd","bmd_l","bmd_u","Concentration","Concentration_L","Concentration_U"
0,0.5322,0.575309612837123,"gmd","Bevirimat",4.44786022837786,4.40502354260615,4.487467591952,140.226544676839,127.055522625058,153.616404628035
0,1.1392,0.575309612837123,"gmd","Bevirimat",4.44786022837786,4.40502354260615,4.487467591952,140.226544676839,127.055522625058,153.616404628035
0,0.5782,0.575309612837123,"gmd","Bevirimat",4.44786022837786,4.40502354260615,4.487467591952,140.226544676839,127.055522625058,153.616404628035
0,0.8172,0.575309612837123,"gmd","Bevirimat",4.44786022837786,4.40502354260615,4.487467591952,140.226544676839,127.055522625058,153.616404628035
0,0.5792,0.575309612837123,"gmd","Bevirimat",4.44786022837786,4.40502354260615,4.487467591952,140.226544676839,127.055522625058,153.616404628035
0,0.4792,0.575309612837123,"gmd","Bevirimat",4.44786022837786,4.40502354260615,4.487467591952,140.226544676839,127.055522625058,153.616404628035
0,0.5132,0.575309612837123,"gmd","Bevirimat",4.44786022837786,4.40502354260615,4.487467591952,140.226544676839,127.055522625058,153.616404628035
0,0.5562,0.575309612837123,"gmd","Bevirimat",4.44786022837786,4.40502354260615,4.487467591952,140.226544676839,127.055522625058,153.616404628035
0,0.6352,0.575309612837123,"gmd","Bevirimat",4.44786022837786,4.40502354260615,4.487467591952,140.226544676839,127.055522625058,153.616404628035
0,0.6222,0.575309612837123,"gmd","Bevirimat",4.44786022837786,4.40502354260615,4.487467591952,140.226544676839,127.055522625058,153.616404628035
0,0.5612,0.575309612837123,"gmd","Bevirimat",4.44786022837786,4.40502354260615,4.487467591952,140.226544676839,127.055522625058,153.616404628035
0,0.5322,0.575309612837123,"gmd","Bevirimat",4.44786022837786,4.40502354260615,4.487467591952,140.226544676839,127.055522625058,153.616404628035
0,0.4992,0.575309612837123,"gmd","Bevirimat",4.44786022837786,4.40502354260615,4.487467591952,140.226544676839,127.055522625058,153.616404628035
0,0.5642,0.575309612837123,"gmd","Bevirimat",4.44786022837786,4.40502354260615,4.487467591952,140.226544676839,127.055522625058,153.616404628035
0,0.5922,0.575309612837123,"gmd","Bevirimat",4.44786022837786,4.40502354260615,4.487467591952,140.226544676839,127.055522625058,153.616404628035
0,0.6142,0.575309612837123,"gmd","Bevirimat",4.44786022837786,4.40502354260615,4.487467591952,140.226544676839,127.055522625058,153.616404628035
